"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"","激しいのは、好き？","격렬한거, 좋아해?","","False","104103027","",""
"","ひあぁっ……♡","후아아……♡","","False","104103028","",""
"","[player][kun]……[player][kun]がほしいの……！","[player][kun]…… [player][kun]을 원해……!","","False","104103029","",""
"","そろそろ、終わりにしよっか♡","이제 그만 끝을 낼까♡","","False","104103030","",""
"","むぅ、焦らしすぎもよくないよ！？","음, 너무 애태우는 것도 좋지 않다고!?","","False","104103031","",""
"","ちょっとー！　そろそろつかまってよ！","잠깐! 이제 좀 잡아줘!","","False","104103032","",""
"","わかった、こーさん、こーさんだよ！　そろそろ……次の遊び、しよ？","알았어, 항복, 항복이야! 이제…… 다음 놀이, 할까?","","False","104103033","",""
"","えへへー、つかまえたー♡","에헤헤, 잡았다~♡","","False","104103034","",""
"","感じるよ……[player][kun]のあったかいカラダ……","느껴져…… [player][kun]의 따뜻한 몸……","","False","104103035","",""
"","私の、ここで……っ！","내, 여기에……!","","False","104103036","",""
"","アリスの股があなたをぎゅうぎゅうと押し付ける。","앨리스의 가랑이가 당신을 꽉 조여옵니다.","","False","104103037","",""
"","あなたも同じように、アリスの体温を柔らかな布越しに感じることができた。","당신도 마찬가지로 부드러운 천을 통해 앨리스의 체온을 느낄 수 있었습니다.","","False","104103038","",""
"","あなたが呼吸するのは、重たい布団のように覆いかぶさった股布からの空気。","당신이 숨 쉬는 것은 무거운 이불처럼 덮여 있는 속옷에서 나오는 공기입니다.","","False","104103039","",""
"","その空気は、その向こうにあるアリスの秘所がどうなっているのかを匂いと湿度で教えてくれる。","그 공기는 그 너머에 있는 앨리스의 비밀의 장소가 어떤 곳인지 냄새와 습도로 알려줍니다.","","False","104103040","",""
"","あなたの理性を狂わせるその匂いは、この巨大な少女が一人の女性であることを意識させる。","이성을 잃게 만드는 그 냄새는 이 거대한 소녀가 한 명의 여성이라는 것을 의식하게 만듭니다.","","False","104103041","",""
"","んっ、んぅ、あ、あぁっ……！","읏, 응, 아, 아앗……!","","False","104103042","",""
"","そしてアリスも、ほんの少しだけあなたを特別に感じているようだった。同じ人間としては見られているかは、わからないけれど。","그리고 앨리스도 당신을 조금은 특별하게 생각하는 것 같았습니다. 같은 인간으로 보고 있는지는 모르겠지만 말입니다.","","False","104103043","",""
"","そこにあなたがいるからこそ、彼女はこうして街中ではしたない姿を晒している。","당신이 있기에 그녀는 이렇게 거리에서 상스러운 모습을 드러내고 있는 겁니다.","","False","104103044","",""
"","形はいびつであっても、それはあなたとアリスの間に芽生えたある種の絆を表していた。","방식은 비틀어져 있다고 해도, 그것은 당신과 앨리스 사이에 싹튼 어떤 유대감을 상징하는 것이었습다.","","False","104103045","",""
"","ダメ、[player][kun]潰しちゃう……っ！","안 돼, [player][kun]을 부숴버린다……!","","False","104103046","",""
"","けどっ……もう……","하지만…… 더이상은….…","","False","104103047","",""
"","あなたを押し付ける力がぎゅうっと強くなる。","당신을 밀어붙이는 힘이 더욱 강해집니다.","","False","104103048","",""
"","あなたを抱きしめるアリスの唇が、びくびくとひきつるのが布越しにもわかるほどに。","당신을 껴안고 있는 앨리스의 아래입술이, 천 너머로 보일 만큼 아슬아슬하게 떨리는 것이 보입니다.","","False","104103049","",""
"","出ちゃう……っ！！","나와버려……!!","","False","104103050","",""
"","っはぁ……はぁ……。","읏…… 하아……하아…….","","False","104103051","",""
"","あはは、夢中になっちゃった。","아하하, 나도 모르게 빠져들었네.","","False","104103052","",""
"","気持ちよかったよ、[player][kun]。","기분 좋았어, [player][kun].","","False","104103053","",""
"","……あなたなら、今度はナカに入れてあげても……。","……너라면, 이번엔 안쪽에 넣어줘도…….","","False","104103054","",""
"","うぅん、なんでもない！","으응, 아무것도 아니야!","","False","104103055","",""
"","またしようね！","또 보자!","","False","104103056","",""
"","そ、それじゃあ！","그, 그럼 이만!","","False","104103057","",""
"","[player][kun]、鬼ごっこ強くなったね……！","[player][kun], 술래잡기 잘해졌네……!","","False","104104001","",""
"","そろそろ、レベルアップしてみる？","슬슬, 레벨업 해볼까?","","False","104104002","",""
"","はい","네","","False","104104003","",""
"","いいえ","아니오","","False","104104004","",""
"","あはは、いいね！　そういうちょーせんてきな気持ち、私好きだよ！","아하하, 좋아! 그런 도전적인 느낌, 나는 좋아해!","","False","104104005","",""
"","そっか、じゃあまた今度ね。","그래, 그럼 다음에 또 보자.","","False","104104006","",""
"","それじゃあ、はじめよっか。","그럼, 시작해보자.","","False","104104007","",""
"","アリスちゃんおにごっこ、はーどもーど！！","앨리스쨩 술래잡기, 하—드모—드!","","False","104202001","",""
"","私が今から[player][kun]を踏み潰すから、頑張って逃げてみて！","내가 지금부터 [player][kun]을 짓밟아 버릴 테니 열심히 도망쳐 봐!","","False","104202002","",""
"","でも、いつもの鬼ごっこじゃないよー？","하지만 평소와 같은 술래잡기가 아니야~?","","False","104202003","",""
"","私がずしーんってできるのは５回まで！","내가 쿵! 해버릴 수 있는건 5번까지!","","False","104202004","",""
"","それから、私はここから一歩も動かないよ！","그리고 나는 여기서 한 발짝도 움직이지 않을 거야!","","False","104202005","",""
"","ふふ、簡単そうでしょ？","후후, 간단하지?","","False","104202006","",""
"","じゃ、すたーと！！","그럼, 시—작!!","","False","104202007","",""
"","えいっ！","에잇!","","False","104202008","",""
"","ふふ、最初は簡単だよ。","후후, 처음은 간단하게.","","False","104202009","",""
"","でも、次はどうかなー？","하지만 다음은 어떨까?","","False","104202010","",""
"","えいっ！","에잇!","","False","104202011","",""
"","あはは、わかった？","아하하, 알겠지?","","False","104202012","",""
"","そういうことだよー！","그런 거야~!","","False","104202013","",""
"","私は歩かなくても、[player][kun]を追いかけられるの！","나는 걷지 않아도 [player][kun]을 쫓아갈 수 있어!","","False","104202014","",""
"","ほらほら、早く逃げないと……。","자자, 빨리 도망쳐야지…….","","False","104202015","",""
"","ずっしーん！","쿠궁!","","False","104202016","",""
"","あはは、どんどん難しくなるね！","아하하, 점점 더 어려워질거야!","","False","104202017","",""
"","あと２回！　逃げ切れるかなー？","앞으로 2번! 도망칠 수 있을까나?","","False","104202018","",""
"","アリスちゃんのハイヒールがかざされましたー！","앨리스쨩의 하이힐이 올라갑니다~!","","False","104202019","",""
"","[player][kun]、大ピンチ！！","[player][kun], 대위기!","","False","104202020","",""
"","ずっどーん！！","콰광!!","","False","104202021","",""
"","なかなかやるね！　でも、次はどうかなー？","꽤나 잘하네! 하지만 다음에는 어떨까?","","False","104202022","",""
"","ふふ、小人さんの１０００倍だよ！","후후, 난쟁이님의 1000배라고!","","False","104202023","",""
"","私が立ってるだけで、街が壊れちゃう！","내가 서 있는 것 만으로도 마을이 망가져!","","False","104202024","",""
"","[player][kun]の足で、逃げ切れるかなー？","[player][kun]의 발로, 도망칠 수 있을까나?","","False","104202025","",""
"","ほら、見て！","자, 봐봐!","","False","104202026","",""
"","アリスちゃんの靴が空いーっぱいにひろがってるでしょ？","앨리스쨩의 신발이 하늘 가득 펼쳐져 있지 않아?","","False","104202027","",""
"","どうぉ？　すごいハクリョクじゃない？","어때요? 대단한 박력이지?","","False","104202028","",""
"","ふふ……待ってあげてもいいんだよ？","후후…… 기다려줘도 괜찮지?","","False","104202029","",""
"","んー、じゃあ５秒だけ待ってあげる！","음, 그럼 5초만 기다려 줄게!","","False","104202030","",""
"","小人さんたちはその間に逃げてね！","난쟁이님들은 그 사이에 도망가!","","False","104202031","",""
"","ごー","오오","","False","104202032","",""
"","よん","사아","","False","104202033","",""
"","さーん","사암","","False","104202034","",""
"","にー","이이","","False","104202035","",""
"","いーち！","이일!","","False","104202036","",""
"","ずっしいいいいいん！","콰아아아아앙!","","False","104202037","",""
"","あはは！　私の勝ちだね！！","아하하! 내가 이겼네!!","","False","104202038","",""
"","って、あれ……？","근데, 어라……?","","False","104202039","",""
"","[player][kun]、逃げ切ったの……！？","[player][kun], 도망쳤어……!","","False","104202040","",""
"","あちゃー、大きくなりすぎちゃったかなぁ……。","아차, 너무 커졌을까나…….","","False","104202041","",""
"","うん、よく頑張りました！","으응, 열심히 했어!","","False","104202042","",""
"","それじゃあ、次は[player][kun]が鬼をやってほしいなー。","그럼 다음에는 [player][kun]이 술래를 해줬으면 좋겠어.","","False","104203001","",""
"","私にタッチしてほしいの。","나를 만져줬으면 좋겠어.","","False","104203002","",""
"","ほら、ここに。","봐봐, 여기를.","","False","104203003","",""
"","でも、普通にやるだけじゃつまらないからー","하지만 그냥 평범하게 하는 것 만으로는 재미없으니까","","False","104203004","",""
"","こう、だよ！","이렇, 게!","","False","104203005","",""
"","ふふ……小人さんよりももっとちっちゃくなっちゃったね。","후후 …… 난쟁이님보다 더 작아졌네.","","False","104203006","",""
"","じゃ、頑張って！！","그럼, 열심히 해봐!","","False","104203007","",""
"","あれ、私たちより小さい人がいる……","저기, 우리보다 작은 사람이 있네요……","","False","104203101","",""
"","んー？　貴方はたしか……[player]さん？","음~? 당신은 ……[player]님이 맞나요?","","False","104203102","",""
"","あれ……小人さんだ。","저거…… 난쟁이님이에요.","","False","104203103","",""
"","あら？　かわいい……！","어라? 귀여워요……!","","False","104203104","",""
"","面白そうなのがいる……。","재미있을 것 같은게 있어요…….","","False","104203105","",""
"","そんなにちっちゃくなってどうしたの……？","왜 그렇게 작아졌어요……?","","False","104203106","",""
"","面白そうなのみーっけ！","재미있어 보이는걸 찾았어요!","","False","104203107","",""
"","あはは、逃げろ逃げろー！　なんちゃってね！","아하하, 도망쳐라, 도망쳐! 라고 할까나!","","False","104203108","",""
"","ずしーん、ずしーん！","쿵, 쿵!","","False","104203109","",""
"","ふふ、巨人さんですよー！","후후, 거인이에요~!","","False","104203110","",""
"","かわいい……プチってしてあげたくなっちゃう……。","귀여운…… 꾸욱 해주고 싶어져요…….","","False","104203111","",""
"","貴方からは、私がアリスちゃんみたいな巨人に見えてるのかなー？　ちょっと興奮しちゃう……。","당신한테는 내가 앨리스처럼 거인처럼 보이는 걸까요? 조금 설레네요…….","","False","104203112","",""
"","やっと半分くらいかなー？","겨우 절반 정도?","","False","104203008","",""
"","ふふ、ちょっとイタズラしちゃおっかなー","후후, 장난 좀 쳐볼까나?","","False","104203009","",""
"","ほら、見て！","자, 봐봐!","","False","104203010","",""
"","ふふーん、私の大きさが分かった？","흠흠, 내가 얼마나 큰지 알겠어?","","False","104203011","",""
"","今の私は、片手で街を潰せちゃうくらい大きいんだよ！","지금 나는 한 손으로 마을을 부술 수 있을 정도로 커졌어!","","False","104203012","",""
"","それに比べて、[player][kun]はさっきまで同じ大きさだった女の子たちにも踏み潰されちゃうくらいちっちゃいんだよ……？","그에 비하면 [player][kun]은 아까까지 같은 크기의 여자애들한테도 짓밟힐 정도로 작다고……?","","False","104203013","",""
"","私が、指先で簡単にすり潰せちゃう小人さんたちよりもちっちゃいの。","내가 손끝으로 쉽게 찌부러뜨릴 수 있는 난쟁이들보다 더 작다.","","False","104203014","",""
"","ふふ……ゾクゾクしちゃう。","후후…… 오싹오싹해져.","","False","104203015","",""
"","ほらほら、もっと頑張って！　そのちっちゃなカラダで……！","자, 자, 자, 더 힘내! 그 작은 몸으로……!","","False","104203016","",""
"","私がちゃーんと見ててあげるから！","내가 지켜봐 줄게!","","False","104203017","",""
"","こんなにがんばってるのに、私の指一本分も進んでないなんて……。","이렇게 열심히 하고 있는데, 내 손가락 하나만큼 진척도 없다니…….","","False","104203018","",""
"","[player][kun]、ちょっと遅すぎなーい？","[player][kun], 너무 느린 거 아니야~?","","False","104203019","",""
"","あんまり女の子を待たせちゃだめだよー？","여자애를 너무 기다리게 하면 안 돼요~?","","False","104203020","",""
"","…………。","………….","","False","104203021","",""
"","むぅー……つまんない","무우…… 지루해","","False","104203022","",""
"","もういいや、おしまいにしよ！","이제 그만, 그만하자!","","False","104203023","",""
"","おやすみ、[player][kun]。","잘자, [player][kun].","","False","104203024","",""
"","すごい、到着だよ！","대단해, 도착했어!","","False","104203025","",""
"","ちっちゃなカラダで、よく頑張ったね！","작은 몸으로 힘냈구나!","","False","104203026","",""
"","ごほうびあげたいけど……そんなにちっちゃいと、何やっても死んじゃうかな","칭찬해주고 싶은데…… 그렇게 작으면 뭘 해도 죽어버릴걸?","","False","104203027","",""
"","んー……","음……","","False","104203028","",""
"","いいや、ごほうびはまた今度！","아니, 보상은 다음에!","","False","104203029","",""
"","にししー、それがなにかはお楽しみだよ！","에헤헤, 그게 뭔지 궁금하다면 기대해봐!","","False","104203030","",""
"","それじゃ、また遊ぼうね！","그럼 또 놀자!","","False","104203031","",""
"","ばいばーい！","바이바이!","","False","104203032","",""
"","んっ……","음……","","False","104120701","",""
"","あ……","아……","","False","104120702","",""
"","はぁ……はぁ……","하아…… 하아……","","False","104120703","",""
"","いい……","좋아……","","False","104120704","",""
"","もっと……！","좀더……!","","False","104120705","",""
"","んぅ……？","응……?","","False","104120706","",""
"","あれ、[player][kun]、いたんだ……？","어라, [player][kun], 있었어……?","","False","104120707","",""
"","むぅ……見てた、よね……。","음…… 보고, 있었네…….","","False","104120708","",""
"","どうせ見てたなら……もっとイイコト、しない？","어차피 보고 있었다면…… 더 좋은 일, 하지 않을래?","","False","104120709","",""
"","はい","네","","False","104120710","",""
"","いいえ","아니오","","False","104120711","",""
"","えへへ……じゃあ……しちゃおっか。","에헤헤…… 그럼…… 해버릴까?","","False","104120712","",""
"","ちょっとー！　女の子のほうから誘ってるんだよー！？","잠깐~! 여자애가 먼저 다가가서 유혹하고 있잖아~!","","False","104120713","",""
"","むー、じゃあまた今度ね……。","음, 그럼 다음에 또 보자…….","","False","104120714","",""
"","来て、[player][kun]……。","와줘, [player][kun]…….","","False","104204001","",""
"","んっ……！","흐응……!","","False","104204002","",""
"","そこ……！","거깃……!","","False","104204003","",""
"","あっ……♡","아……♡","","False","104204004","",""
"","あんっ！！","아앙!!","","False","104204005","",""
"","もっと、走って、ぶつかって！","좀 더, 빨리, 부딪혀줘!","","False","104204006","",""
"","もっと……！","더……!","","False","104204007","",""
"","……どうすればいいか、わかる？　こーいうの、はじめて？","……어떻게 해야 하는지 알겠어? 이런 거 처음이야?","","False","104204008","",""
"","私を気持ちよくしてよ……。","나를 기분 좋게 해줘…….","","False","104204009","",""
"","ふふ……[player][kun]のゼンリョク、私のここですごく感じる……。","후후……[player][kun]의 전력, 내 여기서 잘 느껴져…….","","False","104204010","",""
"","でもね、[player][kun]……。私、それだけじゃ満足できないの……！","하지만 [player][kun]……. 나, 그것 만으로는 만족할 수 없어……!","","False","104204011","",""
"","……何されるかわかる……？","……뭘 할지 알겠어……?","","False","104204012","",""
"","にしし……こうだよ！","에헤헤……이렇게!","","False","104204013","",""
"","んっ……ちゅっ……。","응……츄…….","","False","104204014","",""
"","アリスの暖かな舌が、あなたの体に絡みつく。","앨리스의 따뜻한 혀가 당신의 몸을 감쌉니다.","","False","104204015","",""
"","はちみつのように濃厚な唾液を、あなたの体にたっぷりと含ませるために。","꿀처럼 진한 타액을 몸에 충분히 머금을 수 있도록.","","False","104204016","",""
"","ぷっ……はぁ……。","베에…… 하아…….","","False","104204017","",""
"","ふふ、いい感じ。","후후, 좋은 느낌.","","False","104204018","",""
"","食べられちゃうかと思った？","먹히는 줄 알았어?","","False","104204019","",""
"","にししー、食べちゃってもよかったんだけど……。","에헤헤, 먹어도 좋았겠지만…….","","False","104204020","",""
"","キミをこれから食べちゃうのは、こっちのお口だよ……！","너를 먹어 치울 건 이쪽 입이야……!","","False","104204021","",""
"","んっ！","흣!","","False","104204022","",""
"","はいっ……たぁ……！","들어……갔다……!","","False","104204023","",""
"","あっ……♡　うぅん……♡","앗……♡ 우웅……♡","","False","104204024","",""
"","あなたの体を、アリスの柔らかな膣壁がぎゅっと抱きしめる。","앨리스의 부드러운 질벽이 당신의 몸을 꼭 껴안습니다.","","False","104204025","",""
"","それはヒクヒクと蠢き、あなたの体をその壁全体で味わっているかのようだ。","그것은 꿈틀거리고 꿈틀거리며, 당신의 몸을 그 벽 전체로 맛보는 듯합니다.","","False","104204026","",""
"","[player][kun]が私のナカに……っ","[player][kun]이 내 안에……!","","False","104204027","",""
"","アリスがあなたを感じれば感じるほど、あなたを抱きしめる柔らかな肉がきゅうぅっと収縮する。","앨리스가 당신을 느끼면 느낄수록 당신을 안아주는 부드러운 살이 쪼글쪼글하게 수축합니다.","","False","104204028","",""
"","その力は抱擁などという可愛らしいものではなく、あなたの肺の中身をすべて押し出し、骨をきしませた。","그 힘은 포옹과 같은 사랑스러운 것이 아니라 폐의 내용물을 모두 밀어내어 뼈가 으스러질 정도로 강렬합니다.","","False","104204029","",""
"","あはは……つぶしちゃったら、ゴメンね。","아하하…… 뭉게버렸면 미안해.","","False","104204030","",""
"","あなたが苦しみにもがいたのを、アリスは感じたのだろう。","당신이 고통에 몸부림치는 모습을 앨리스는 느꼈을 것입니다.","","False","104204031","",""
"","けれど、彼女の膣はあなたを味わうことをやめない。","하지만 그녀의 질은 당신을 맛보는 것을 멈추지 않습니다.","","False","104204032","",""
"","咀嚼するように、飲み下すように。あなたの体を愛していく。","씹는 것처럼, 삼키는 것처럼. 당신의 몸과 사랑을 나누고 있습니다.","","False","104204033","",""
"","んっ、んぅ、あ、あぁっ……！","응, 읏, 아, 아앗……!","","False","104204034","",""
"","[player][kun]……！","[player][kun]……!","","False","104204035","",""
"","名前を呼ばれても、応える余裕などない。","이름이 불려져도 대답할 여유가 없습니다.","","False","104204036","",""
"","締め付けの合間を縫って呼吸する空気は、アリスの膣内の湿気を重く含み、せっかく吸ってもむせ返ってしまう。","조여지는 사이사이에 숨 쉬는 공기는 앨리스의 질 내 수분을 많이 함유하고 있어, 아무리 들이쉬어도 숨이 막혀서 숨이 막힙니다.","","False","104204037","",""
"","脱出しようともがこうにも、アリスの膣はあなたをぎゅっと抱きしめて離さない。","탈출하려고 해도 앨리스의 질은 당신을 꽉 껴안고 놓아주지 않는다.","","False","104204038","",""
"","アリスはきっと、これっぽっちも力を込めていないのだろう。","앨리스는 분명 조금도 힘을 들이지 않았을 것입니다.","","False","104204039","",""
"","にもかかわらず、その締め付けはあなたを押しつぶしかねない。","그럼에도 불구하고 그 압박감은 당신을 짓누를 수 있습니다.","","False","104204040","",""
"","あなたから見ればおそらくは年下であろう少女が、膣をほんの少し締め上げただけで。","당신 보기에 연하인 소녀가 질이 조금만 조여도, 아주 조금만 질이 조금만 조였을 뿐임에도.","","False","104204041","",""
"","絶望的な力の差だった。","절망적인 힘의 차이였습니다.","","False","104204042","",""
"","そしてアリスはきっと、その力の差を愉しんでいる……。","그리고 앨리스는 분명 그 힘의 차이를 즐기고 있을 것입니다…….","","False","104204043","",""
"","ごめん、[player][kun]……！　い、イクね……！！","미안, [player][kun]……! 가,가버려……!!","","False","104204044","",""
"","っ……あ……！！","읏…… 아……!!","","False","104204045","",""
"","はぁ……はぁ……。","하아…… 하아…….","","False","104204046","",""
"","あ、おはよう[player][kun]。","아, 좋은 아침, [player][kun].","","False","104205001","",""
"","どうだった？","어땠어?","","False","104205002","",""
"","私は気持ちよかったよー！","나는 기분이 좋았어!","","False","104205003","",""
"","気持ち良すぎて、ちょっと大きくなっちゃった……。","너무 기분이 좋아서 조금 커졌어…….","","False","104205004","",""
"","でもね、まだまだ足りないの……。","하지만 아직 부족해…….","","False","104205005","",""
"","だから、続き……しよ？","그래서 그 뒤…… 하자?","","False","104205006","",""
"","大丈夫、今度はきっと苦しくないよ！","괜찮아, 이번엔 분명 힘들지 않을 거야!","","False","104205007","",""
"","[player][kun]が入ってる、ソレごといれちゃうから……","[player][kun]이 들어있으니, 그거까지 넣어서……","","False","104205008","",""
"","じゃあ、いくよ……？","그럼, 가자……?","","False","104205009","",""
"","んぅ……","응……","","False","104205010","",""
"","入っちゃった……。","들어갔어…….","","False","104205011","",""
"","ナカの眺めは……っ、どぅお？","안쪽 전망은……읏, 어때?","","False","104205012","",""
"","はぁ……はぁ……。","하아…… 하아…….","","False","104205013","",""
"","んっ……！","흐응……!","","False","104205014","",""
"","んーんー♡","응—응—♡","","False","104205015","",""
"","奥まで当たって……キモチイイ……♡","안쪽까지 닿아서…… 기분조아……♡","","False","104205016","",""
"","ちょっと、激しくするね……","조금, 심하게 할게……","","False","104205017","",""
"","ぶつからないように、気を付けて……ね……っ！","부딪히지 않도록 조심해…… 서……엇!","","False","104205018","",""
"","ん","응","","False","104205019","",""
"","あっ……","아..…","","False","104205020","",""
"","あぁん……","아앙……","","False","104205021","",""
"","いい……","좋아……","","False","104205022","",""
"","私のナカ、いっぱい見て……！","내 안쪽, 잔뜩 봐줘……!","","False","104205023","",""
"","私のこと、全部見て、全部好きになって……！","내, 모든 것을 보고, 모든 것을 좋아해줘……!","","False","104205024","",""
"","っ……！","읏……!","","False","104205025","",""
"","だめぇ！　壊しちゃう……っ！　イっちゃう……！！","안돼! 망가뜨려 버려……! 가버려……!!","","False","104205026","",""
"","んっ……んぅ……","읏…… 응……","","False","104206001","",""
"","あ、[player][kun]、おきた……？","아, [player][kun], 일어났어……?","","False","104206002","",""
"","ふふ、またおっきくなっちゃった。","후후, 또 커졌어.","","False","104206003","",""
"","[player][kun]、なかなか起きなかったから、街を挿れて遊んでたの。","[player][kun], 좀처럼 일어나지 않아서 마을을 넣고 놀고있었어.","","False","104206004","",""
"","んっ……","읏……","","False","104206005","",""
"","あのね……私のナカ……これからめちゃくちゃになっちゃうと思うの……！","있잖아…… 내 안쪽…… 이제부터 엉망진창이 될 것 같아……!","","False","104206006","",""
"","だから、頑張って逃げて……！","그러니 열심히 도망쳐……!","","False","104206007","",""
"","潰されないように逃げ回りましょう。","뭉게지지 않도록 도망치세요.","","False","104206008","",""
"","んっ……！","읏……!","","False","104206009","",""
"","あんっ……！","아흣……!","","False","104206010","",""
"","私のナカ、広いでしょ……？","내 안쪽, 넓지 않아……?","","False","104206011","",""
"","んっ……","읏……","","False","104206012","",""
"","どんなに逃げても、私からは逃げられないの……","아무리 도망쳐도 나한테서 도망칠 수 없어……","","False","104206013","",""
"","ふふ、お靴の中に入った時も、こんなだったよね。","후후, 신발 속에 들어갔을 때도 이런 식이었지?","","False","104206014","",""
"","でも、今度は……本当に私のナカなんだよ……♡","하지만 이번엔…… 정말 내 안쪽이야……♡","","False","104206015","",""
"","けどっ……今度もあきらめないで、最後まで楽しませてくれるよね？","하지만…… 이번에도 포기하지 않고 끝까지 즐겁게 해주겠지?","","False","104206016","",""
"","[player][kun]……♡","[player][kun]……♡","","False","104206017","",""
"","んっ","읏","","False","104206018","",""
"","もっと……","좀 더……","","False","104206019","",""
"","もっとおっきいの……ほしいよぉ……。","더 큰 거…… 원해에…….","","False","104206020","",""
"","んー……誰でもいいや、おっきくしちゃえ！","음~…… 누구든 상관없어, 커져라!","","False","104206021","",""
"","んっ……ごめんね……せっかくおっきくなれたのに……オモチャにしちゃって……！","읏…… 미안해…… 모처럼 커질 수 있었는데…… 장난감으로 해버렸어……!","","False","104206022","",""
"","私のナカで、たっぷり暴れて……！","내 안에서 마음껏 발버둥쳐봐……!","","False","104206023","",""
"","んっ、あぁっ……！","읏, 아앗……!","","False","104206024","",""
"","そう、いいカンジ……！","그래, 좋은 느낌……!","","False","104206025","",""
"","上手だよ……！","잘하네……!","","False","104206026","",""
"","ひゃうっ！","히얏!","","False","104206901","",""
"","ふふ、元気いっぱいだね。","후후, 활기가 넘치네.","","False","104206902","",""
"","けど、私……そんなんじゃ満足できないかも……。","하지만 나는…… 그런 것에는 만족할 수 없을지도 몰라…….","","False","104206903","",""
"","ごめんね、ちょっと乱暴にしちゃう……！","미안해, 좀 난폭하게 할게……!","","False","104206904","",""
"","あなたの何十倍もある町娘の巨体が、地鳴りを轟かせて前後する。","당신보다 수십 배는 더 큰 마을 여자의 거구가 땅이 울려 퍼지도록 앞뒤로 움직입니다.","","False","104206905","",""
"","この町娘でさえ、今の大きさで街へと降り立てば怪獣のごとき絶対者になれるはずだ。","이 마을 아가씨도 지금의 몸집으로 마을로 내려가면 괴수 같은 절대자가 될 수 있을 것입니다.","","False","104206906","",""
"","けれどアリスはきっと、そんな絶対者よりもさらに絶対的な力に酔いしれているのだろう。","하지만 앨리스는 분명 그런 절대자보다 더 절대적인 힘에 취해 있을 겁니다.","","False","104206907","",""
"","彼女にとって、巨大であるということは悦楽そのものなのだ。","그녀에게 거대하다는 것은 즐거움 그 자체입니다.","","False","104206908","",""
"","んっ、あっ、あっ……あぁっ……！","읏, 앗, 앗…… 아앗……!","","False","104206027","",""
"","出ちゃう……出ちゃうっ……！","간다…… 가버려……!","","False","104206028","",""
"","私のアレで、全部流しちゃう……っ！！","내 그걸로, 다 흘려보낸다……앗!!","","False","104206029","",""
"","ん……あぁぁっ！！","응…… 아아앗!!","","False","104206030","",""
"","はぁ……はぁ……","하아…… 하아……","","False","104206031","",""
"","あはは……ちょっとやりすぎちゃったかな？","아하하하하…… 좀 지나쳤나?","","False","104206032","",""
"","[player][kun]……最後まで頑張ったんだね……。","[player][kun]…… 끝까지 열심히 했구나…….","","False","104206033","",""
"","ふふ……よくできました。","후후…… 잘했어.","","False","104206034","",""
"","……あのさ、[player][kun]。","……저기, [player][kun].","","False","104206035","",""
"","私は、おっきくなれるから……いろんな小人さんをここに入れて遊ぶけど……","나는 커질 수 있으니까…… 다양한 난쟁이님을 여기에 넣고 놀지만……","","False","104206036","",""
"","名前と顔を知ってる人はあんまり入れないんだよね。","이름과 얼굴을 아는 사람은 잘 넣지 않아.","","False","104206037","",""
"","えーっと、だから……誰でもいい時とそうじゃない時があって、その……","음, 그래서…… 누구에게나 좋을 때가 있고 그렇지 않을 때가 있는데, 그……","","False","104206038","",""
"","うー、うまく言えないや……","으음, 말을 못하겠네……","","False","104206039","",""
"","ともかく、私にとって、[player][kun]は誰でもいい誰かじゃないの。","어쨌든 나에게 [player][kun]은 누구든 상관없는 누군가가 아니야.","","False","104206040","",""
"","だから……","그래서….…","","False","104206041","",""
"","また、やろうね。[player][kun]。","또 하자. [player][kun].","","False","104206042","",""
"","ん……？　[player][kun]……？","응……? [player][kun]……?","","False","104120314","",""
"","[player][kun]、私の足が気になるの？","[player][kun], 내 다리가 신경 쓰여?","","False","104120315","",""
"","はい","네","","False","104120316","",""
"","いいえ","아니오","","False","104120317","",""
"","ふふ、そっかー。","후후, 그렇구나.","","False","104120318","",""
"","じゃあ、ちょっと遊んであげる！","그럼, 잠깐 놀아줄게!","","False","104120319","",""
"","えー、なぁに？　冷やかしー？","에, 뭐야? 차가워~?","","False","104120320","",""
"","さーて、どんな遊びにしよっかなー？","자~ 어떤 놀이를 할까~?","","False","104207001","",""
"","…………。","………….","","False","104207002","",""
"","うーん……戦いごっこ、とか？","음…… 싸움놀이, 뭐 그런 거?","","False","104207003","",""
"","それで、負けたほうが勝ったほうのゆーことなんでもきく！","그래서 지는 쪽이 이기는 쪽의 말을 다 들어주는거지!","","False","104207004","",""
"","……あれれー？　どうしたの？","……어라라~? 무슨 일이야?","","False","104207005","",""
"","[player][kun]、もしかして自信なーい？","[player][kun], 혹시 자신 없어?","","False","104207006","",""
"","私みたいなちっちゃな女の子が相手だよー？","나 같은 작은 여자애가 상대라고~?","","False","104207007","",""
"","あ……今、ずるいって思ったでしょ？","아 …… 지금 치사하다고 생각했지?","","False","104207008","",""
"","ずるくないよー？ この大きさも、私のジツリョクのうちだもん！","치사하지 않다고~? 이 크기도 내 실력의 하나니까!","","False","104207009","",""
"","おいで？　手加減してあげるから！","들어오라구? 손대중은 해줄테니까!","","False","104207010","",""
"","あなたはアリスの親指に組み付いた。","당신은 앨리스의 엄지발가락을 힘껏 밉니다.","","False","104207011","",""
"","……びくともしない。","……꿈쩍도 안 하네.","","False","104207012","",""
"","あはは！！　いいよいいよ！","아하하! 좋아, 좋아!","","False","104207013","",""
